question,options,answer,subject,topic tag,year
"Aleppo is in Syria, a major city in the civil war. Mazar-i-Sharif is in Afghanistan, known for its strategic importance. Kirkuk and Mosul are in Iraq, not Yemen or Palestine. This checks geopolitical knowledge of conflict zones.

 18. In the Federation established by The Government of India Act of 1935, residuary powers were given to the","A. Federal Legislature
B. Governor General
C. Provincial Legislature
D. Provincial Governors",B,International Relations,International Relations -> West Asian Geopolitics & Global Conflict Zones,2018
"Under the Government of India Act, 1935, residuary powers (subjects not in federal or provincial lists) were given to the Governor General, showing colonial centralization. In contrast, the Indian Constitution vests residuary powers in the Union Government.

 19. Consider the following statements:

 The Speaker of the Legislative Assembly shall vacate his/her office if he/she ceases to be a member of the Assembly. Whenever the Legislative Assembly is dissolved, the Speaker shall vacate his/her office immediately.

 Which of the statements given above is/are correct?","A. 1 only
B. 2 only
C. Both 1 and 2
D. Neither 1 nor 2",A,Indian Polity,Indian Polity -> Constitutional History & Government of India Act 1935,2018
"If the Speaker ceases to be an MLA, they must vacate their office. But, on dissolution of the Assembly, the Speaker continues until a new Speaker is elected. This ensures continuity in legislative procedures.

 20. Which of the following reflects the most appropriate relationship between law and liberty?","A. If there are more laws, there is less Liberty.
B. If there are no laws there is no liberty.
C. If there is liberty, laws have to be made by people.
D. If laws are changed too often liberty is in danger.",B,Indian Polity,Indian Polity -> Political Theory & Relationship between Law and Liberty,2018
"Liberty exists only within a framework of just laws. Without laws, there is anarchy, which destroys freedom. This principle is central to constitutional democracies, where laws both protect rights and regulate power.

 Consider the following statements:

 No criminal proceeding shall be instituted against the Governor of a state in any court during his terms of office. The emoluments and allowances of the Governor of a state shall not be diminished during his terms of office.

 Which of the statement given above is /are correct?","A. 1 only
B. 2 only
C. Both 1 and 2
D. Neither 1 nor 2",C,Indian Polity,Indian Polity -> Union & State Executive & Constitutional Immunities of the Governor,2018
"The well known painting ""Bani Thani"" belongs to the:","A. Bundi School
B. Jaipur School
C. Kangra School
D. Kishangarh School",D,Art & Culture,Art & Culture -> Indian Miniature Paintings & Rajasthani Schools (Bani Thani),2018
"What is ""Terminal High Altitude Area Defense (THAAD)"", sometimes seen in the news?","A. An Israeli Radar System
B. India's indigenous anti-missile programme
C. An American anti-missile system
D. A defence collaboration between Japan and South Korea",C,Science & Technology,Science & Technology -> Defence Technology & Ballistic Missile Defence Systems (THAAD),2018
"With reference to culture history of India, consider the following statements:

 Most of the Tyagaraja Kritis are devotional songs in praise of Lord Krishna. Tyagaraja created several new ragas. Annamacharya and Tyagaraja are contemporaries. Annamacharya kirtnas are devotional songs in praise of Lord Venketshwara.

 Which of the statements given above are correct?","A. 1 and 3 only
B. 2 and 4 only
C. 1, 2 and 3
D. 2, 3 and 4",B,Art & Culture,Art & Culture -> Indian Classical Music & Bhakti Composers (Carnatic Traditions),2018
"Which of the following are regarded as the main features of the ""Rule of Law""?

 Limitation of powers. Equality before law. People's responsibility to the Government. Liberty and civil rights.

 Select the correct answer using the code given below:","A. 1 and 3 only
B. 2 and 4 only
C. 1, 2 and 4 only
D. 1, 2, 3 and 4",C,Indian Polity,Indian Polity -> Constitutional Philosophy & Principles of the Rule of Law,2018
"Which of the following led to the introduction of English Education in India?

 Charter Act of 1813 General Committee of Public Instruction, 1823 Orientalist and Anglicist Controversy

 Select the correct answer using the code given below:","A. 1 and 2 only
B. 2 only
C. 1 and 3 only
D. 1, 2 and 3",D,History,History -> Colonial Educational Policy & Introduction of English Education,2018
Which of the following is an artificial lake?,"A. Kodaikanal (Tamil Nadu)
B. Kolleru (Andhra Pradesh)
C. Nainital (Uttarakhand)
D. Renuka (Himachal Pradesh)",A,Geography,Geography -> Physical Geography of India & Freshwater Lakes (Man-Made vs Natural),2018
"With reference to the Pradhan Mantri Kaushal Vikas Yojana, consider the following statements:

 It is flagship scheme of the Ministry of Labour and Employment. It, among other things, will also impart training in soft skills, entrepreneurship, financial and Digital Literacy. It aims to align the competencies of the unregulated workforce of the country to the National Skill Qualification Framework.

 Which of the statements given above is/are correct?","A. 1 and 3 only
B. 2 only
C. 2 and 3 only
D. 1, 2 and 3",C,Economy,Economy -> Skill Development Schemes & Pradhan Mantri Kaushal Vikas Yojana,2018
"In 1920, which of the following changed its name to ""Swarajya Sabha""?","A. All India Home Rule League
B. Hindu Mahasabha
C. South Indian Liberal Federation
D. The Servants of India Society",A,History,History -> Indian Freedom Struggle & Home Rule Movement / Swarajya Sabha,2018
Which among the following events happened earliest?,"A. Swami Dayanand established Arya Samaj
B. Dinabandhu Mitra wrote Neeldarpan
C. Bankim Chandra Chattopadhyay wrote Anandmath
D. Satyendranath Tagore became the first Indian to succeed in the Indian Civil Services Examination",B,History,History -> Modern Indian Literature & Chronology of Socio-Cultural Movements,2018
"Consider the following statements:

 The quantity of imported edible oil is more than the domestic production of edible oils in the last five years. The Government does not impose any custom duty on all the imported edible oils as a special case.

 Which of the statements given above is/are correct?","A. 1 only
B. 2 only
C. Both 1 and 2
D. Neither 1 nor 2",A,Economy,Economy -> Agro-Commodities Trade & Edible Oil Import Policies,2018
"He wrote biographies of Mazzini, Garibaldi, Shivaji and Shrikrishna; stayed in America for sometime; and was elected to the Central Assembly. He was:","A. Aurobindo Ghosh
B. Bipin Chandra Pal
C. Lala Lajpat Rai
D. Motilal Nehru",C,History,History -> National Freedom Struggle Leaders & Writings of Lala Lajpat Rai,2018
"Consider the following statements:

 Aadhaar card can be used as a proof of citizenship or domicile. Once issued, Aadhaar card cannot be deactivated or omitted by the Issuing Authority.

 Which of the statements given above is/are correct?","A. 1 only
B. 2 only
C. Both 1 and 2
D. Neither 1 nor 2",D,Indian Polity,Indian Polity -> Governance & Identity Verification Frameworks (Aadhaar Act),2018
"Which of the following has/have shrunk immensely/dried up in the recent past due to human activities?

 Aral Sea Black Sea Lake Baikal

 Select the correct answer using the code given below:","A. 1 only
B. 2 and 3
C. 2 only
D. 1 and 3",A,Geography,Geography -> World Environmental Geography & Desiccation of Inland Water Bodies,2018
"""Rule of the Law Index"" is released by which of the following?","A. Amnesty International
B. International Court of Justice
C. The Office of UN Commissioner of Human Rights
D. World Justice Project",D,International Relations,International Relations -> Global Governance Indices & World Justice Project,2018
Which one of the following links all the ATMs in India?,"A. Indian Bank's Association
B. National Securities Depository Ltd.
C. National Payments Corporation of India
D. Reserve Bank of India",C,Economy,Economy -> Digital Financial Infrastructure & NPCI National Financial Switch,2018
International Labour Organisation's Conventions 138 and 182 are related to:,"A. Child Labour
B. Adaptation of agricultural practices to global climate change
C. Regulation of food prices and food security
D. Gender parity at the workplace",A,International Relations,International Relations -> International Labour Standards & ILO Child Labour Conventions,2018
"In the first Lok Sabha, which of the following statements is/are correct?

 The single largest party in the opposition was the Swatantra Party. A ""Leader of the Opposition"" was recognised for the first time in 1969. If the party does not have a minimum 75 members, its leader cannot be recognised as the Leader of the Opposition.","A. 1 and 3 only
B. 2 only
C. 2 and 3 only
D. 1, 2 and 3",B,Indian Polity,Indian Polity -> Parliamentary History & Evolution of Leader of Opposition,2018
"Which of the following leaf modifications occur(s) in the desert areas to inhibit water loss?

 Hard and waxy leaves Tiny leaves Thorns instead of leaves

 Select the correct answer using the code given below:","A. 2 and 3 only
B. 2 only
C. 3 only
D. 1, 2 and 3",D,Environment & Ecology,Environment & Ecology -> Plant Ecology & Xerophytic Adaptations in Arid Flora,2018
"As per the NSSO 70th Round ""Situation Assessment Survey of Agricultural Households"", consider the following statements:

 Rajasthan has the highest percentage share of agricultural households among its rural households. Out of the total agricultural households in the country, a little over 60 percent belong to OBCs. In Kerala, a little over 60 percent agricultural households reported to have maximum income from sources other than agricultural activities.

 Which of the statements given above is/are correct?","A. 2 and 3 only
B. 2 only
C. 1 and 3 only
D. 1, 2 and 3",C,Economy,Economy -> Agrarian Economy & NSSO Agricultural Household Survey,2018
